,source_gene,target_gene
4273,REST,DCAF13
4274,REST,IRF1
4275,REST,ZNF146
4276,REST,PUS7L
4277,REST,BRIX1
4278,REST,ETS1
4279,REST,ZNF195
4280,REST,SRF
4281,REST,GGCT
4282,REST,RREB1
4283,REST,ASUN
4284,REST,NOL10
4285,REST,ZWILCH
4286,REST,MEST
4287,REST,ZBTB44
4288,REST,SERPIND1
4289,REST,MAD2L1
4290,REST,WARS
4291,REST,MTERF3
4292,REST,MSH2
4293,REST,WDHD1
4294,REST,COQ3
4295,REST,VPS72
4296,REST,RNASEH2A
4297,REST,TIPIN
4298,REST,HGD
4299,REST,NIF3L1
4300,REST,KIF23
4301,REST,MRPL1
4302,REST,NUDT1
4303,REST,ANAPC4
4304,REST,MIS18BP1
4305,REST,APOA2
4306,REST,KIF22
4307,REST,RFXANK
4308,REST,DTWD1
4309,REST,SP4
4310,REST,RAD51C
4311,REST,HMMR
4312,REST,ZIK1
4313,REST,DDX39A
4314,REST,ETV5
4315,REST,RFX5
4316,REST,CCNB2
4317,REST,ATIC
4318,REST,MRPS27
4319,REST,PRMT3
4320,REST,ACTL6A
4321,REST,TPX2
4322,REST,THAP4
4323,REST,PPT1
4324,REST,SLC38A1
4325,REST,F10
4326,REST,NUDT15
4327,REST,GPC3
4328,REST,WDYHV1
4329,REST,FOSB
4330,REST,FOSL2
4331,REST,HAUS1
4332,REST,CHEK2
4333,REST,C17orf75
4334,REST,MST1
4335,REST,MYBL2
4336,REST,G2E3
4337,REST,NEDD1
4338,REST,HP
4339,REST,PON2
4340,REST,HINFP
4341,REST,POLB
4342,REST,PRAP1
4343,REST,DEPDC7
4344,REST,HPX
4345,REST,P4HA2
4346,REST,AMZ2
4347,REST,TSFM
4348,REST,GNRH2
4349,REST,APOA1
4350,REST,ANXA4
4351,REST,STMN1
4352,REST,GMNN
4353,REST,CYP3A5
4354,REST,ZNF107
4355,REST,FMO5
4356,REST,GMPS
4357,REST,ZNF260
4358,REST,ATG4C
4359,REST,APOA4
4360,REST,F2
4361,REST,ZNF678
4362,REST,CKS2
4363,REST,DPAGT1
4364,REST,ZNF286A
4365,REST,TCF3
4366,REST,TEX10
4367,REST,POLR1C
4368,REST,ZNF92
4369,REST,YBX3
4370,REST,CENPN
4371,REST,SULT1A2
4372,REST,KLF6
4373,REST,MLF1
4374,REST,ZNF286B
4375,REST,KAT7
4376,REST,CEBPZ
4377,REST,CPSF3
4378,REST,ELF1
4379,REST,MORN2
4380,REST,PARPBP
4381,REST,AGTRAP
4382,REST,ZSCAN2
4383,REST,OAZ2
4384,REST,VEZF1
4385,REST,CHEK1
4386,REST,ZNF532
4387,REST,HMGN4
4388,REST,FGG
4389,REST,PPIL1
4390,REST,STX8
4391,REST,FGA
4392,REST,ALG8
4393,REST,RBP4
4394,REST,AURKA
4395,REST,CHCHD3
4396,REST,ZNF208
4397,REST,PTTG1
4398,REST,KIF20B
4399,REST,MT1X
4400,REST,NUF2
4401,REST,THAP11
4402,REST,MTAP
4403,REST,CDCA3
4404,REST,TFDP2
4405,REST,KNG1
4406,REST,ZNF625
4407,REST,PEF1
4408,REST,MTHFD2
4409,MYC,GEMIN8
4410,MYC,FLRT2
4411,MYC,ACOX2
4412,MYC,C12orf10
4413,MYC,GYG1
4414,MYC,DSN1
4415,MYC,CREB3L4
4416,MYC,EXOSC3
4417,MYC,MEP1A
4418,MYC,CCNB1
4419,MYC,PSAT1
4420,MYC,ANG
4421,MYC,WDR54
4422,MYC,ZNF850
4423,MYC,PLA2G12B
4424,MYC,ZNF560
4425,MYC,ZNF227
4426,MYC,PAFAH1B3
4427,MYC,SALL4
4428,MYC,THAP5
4429,MYC,CENPW
4430,MYC,PLRG1
4431,MYC,MAFF
4432,MYC,FASTKD2
4433,MYC,MTHFD1
4434,MYC,PMAIP1
4435,MYC,RFC2
4436,MYC,DNASE1
4437,MYC,FEN1
4438,MYC,TPM2
4439,MYC,ZNF569
4440,MYC,BIRC5
4441,MYC,MTFP1
4442,MYC,SLC7A3
4443,MYC,FAM114A1
4444,MYC,EBNA1BP2
4445,MYC,CKAP2
4446,MYC,CTPS1
4447,MYC,PLAGL2
4448,MYC,JUND
4449,MYC,DUT
4450,MYC,YBX1
4451,MYC,F3
4452,MYC,ARL6IP6
4453,MYC,KDM2B
4454,MYC,ZNF695
4455,MYC,ALG6
4456,MYC,EEF1E1
4457,MYC,APOC4.APOC2
4458,MYC,TEAD4
4459,MYC,TERF1
4460,MYC,ZNF66
4461,MYC,SEC11C
4462,MYC,APOC2
4463,MYC,ACADVL
4464,MYC,ARSE
4465,MYC,CTSC
4466,MYC,RSU1
4467,MYC,CETN3
4468,MYC,TET1
4469,MYC,FBL
4470,MYC,CACYBP
4471,MYC,ALB
4472,MYC,ANLN
4473,MYC,DLGAP5
4474,MYC,ZNF581
4475,MYC,ZFAND2A
4476,MYC,ADSL
4477,MYC,NNAT
4478,MYC,ZNF770
4479,MYC,HDX
4480,MYC,NDUFAF4
4481,MYC,FABP1
4482,MYC,ECT2
4483,MYC,AASS
4484,MYC,APOC3
4485,MYC,ASNS
4486,MYC,SLC7A6
4487,MYC,PEMT
4488,MYC,CMC1
4489,MYC,DPYSL2
4490,MYC,CDK4
4491,MYC,ZNF620
4492,MYC,XPO5
4493,MYC,TP53
4494,MYC,NDUFAF5
4495,MYC,CENPF
4496,MYC,WDR74
4497,MYC,CDK1
4498,MYC,HNF4A
4499,MYC,NODAL
4500,MYC,STAT2
4501,MYC,BBS9
4502,MYC,DERA
4503,MYC,FANCB
4504,MYC,C12orf45
4505,MYC,ANP32E
4506,MYC,SPTLC3
4507,MYC,CDKN3
4508,MYC,NUP54
4509,MYC,BUB1
4510,MYC,NUP93
4511,MYC,AURKB
4512,MYC,NUP85
4513,MYC,DKC1
4514,MYC,THRB
4515,MYC,ZNF814
4516,MYC,BSCL2
4517,MYC,MLXIPL
4518,MYC,LEAP2
4519,MYC,NUP88
4520,MYC,NPRL2
4521,MYC,MCM6
4522,MYC,G6PC3
4523,MYC,RFX7
4524,MYC,ZNF595
4525,MYC,CAPG
4526,MYC,ITGB5
4527,MYC,UBL7
4528,MYC,SHMT2
4529,MYC,ITIH4
4530,MYC,HMGA2
4531,MYC,CAMK2D
4532,MYC,ANAPC7
4533,MYC,COMMD3
4534,MYC,HIBCH
4535,MYC,ZNF788
4536,MYC,CAPN12
4537,MYC,ACAD11
4538,MYC,BZW2
4539,MYC,MGST2
4540,MYC,WDR43
4541,MYC,ZNF721
4542,MYC,CREB3L3
4543,MYC,ZNF281
4544,MYC,TCF7L1
4545,MYC,PRIM1
4546,MYC,TF
4547,MYC,MYCN
4548,MYC,MELK
4549,MYC,PRMT5
4550,MYC,MCM3
4551,MYC,MMS22L
4552,MYC,LITAF
4553,MYC,MUSTN1
4554,MYC,UCP2
4555,MYC,BPTF
4556,MYC,CENPE
4557,MYC,ASGR1
4558,MYC,FLRT3
4559,MYC,ZNF860
4560,MYC,ZNF398
4561,MYC,NUP37
4562,MYC,SLC35D2
4563,MYC,GNPNAT1
4564,MYC,ICA1
4565,MYC,UBE2C
4566,MYC,MCM4
4567,MYC,ID2
4568,MYC,ARG2
4569,MYC,ZNF134
4570,MYC,POP5
4571,MYC,ZNF143
4572,MYC,ZNF589
4573,MYC,ZNF22
4574,MYC,VRK1
4575,MYC,AGT
4576,MYC,RAMP1
4577,MYC,ZBTB3
4578,MYC,TMEM69
4579,MYC,DROSHA
4580,MYC,ARID3B
4581,MYC,JUN
4582,MYC,GPN3
4583,MYC,DPH6
4584,MYC,ACAA1
4585,MYC,MT1G
4586,MYC,MAF
4587,MYC,MXD1
4588,MYC,KNTC1
4589,MYC,FOXA1
4590,MYC,KPNA2
4591,MYC,GSN
4592,MYC,ZNF644
4593,MYC,SOX15
4594,MYC,PHF20
4595,MYC,MCM7
4596,MYC,EXOSC9
4597,MYC,CENPK
4598,MYC,THYN1
4599,MYC,ARID2
4600,MYC,ATP1B3
4601,MYC,FOSL1
4602,MYC,COMMD10
4603,MYC,ZWINT
4604,MYC,HPN
4605,MYC,NR1I3
4606,MYC,ZBED5
4607,MYC,MPHOSPH9
4608,MYC,VTN
4609,MYC,CENPU
4610,MYC,DPCD
4611,MYC,PRPS2
4612,MYC,HNRNPH2
4613,MYC,TBPL1
4614,MYC,MAZ
4615,MYC,E2F7
4616,MYC,NIP7
4617,MYC,CKS1B
4618,MYC,FANCL
4619,MYC,CSRP2
4620,MYC,MTTP
4621,MYC,SCAPER
4622,MYC,RRM2
4623,MYC,AXL
4624,MYC,RFC4
4625,MYC,GSTK1
4626,MYC,NFYB
4627,MYC,DPH5
4628,MYC,ZNF101
4629,MYC,HELLS
4630,MYC,RUVBL1
4631,MYC,TGIF1
4632,MYC,DR1
4633,MYC,ZNF766
4634,MYC,RAD51AP1
4635,MYC,IQCB1
4636,MYC,LCMT1
4637,MYC,ZNF33A
4638,MYC,NOP16
4639,MYC,POU2F1
4640,MYC,RRM1
4641,MYC,LAMC1
4642,MYC,ACOT7
4643,MYC,LIN28B
4644,MYC,ASPH
4645,MYC,ICE2
4646,MYC,TBRG4
4647,MYC,S100A16
4648,MYC,UBE2T
4649,MYC,UTP18
4650,MYC,BLVRA
4651,MYC,ZNF397
4652,MYC,ING3
4653,MYC,SLC7A7
4654,MYC,ATF3
4655,MYC,QPCT
4656,MYC,TUBB6
4657,MYC,AIMP2
4658,MYC,CDK5RAP1
4659,MYC,REST
4660,MYC,MYC
4661,MYC,PPP1R7
4662,MYC,CREB1
4663,MYC,SMAD5
4664,MYC,FAM64A
4665,MYC,DDIT3
4666,MYC,PA2G4
4667,MYC,PHF5A
4668,MYC,KLHL7
4669,MYC,ZNF562
4670,MYC,YAF2
4671,MYC,ZFYVE21
4672,MYC,ZNF202
4673,MYC,ZNF93
4674,MYC,ZNF480
4675,MYC,ZNF561
4676,MYC,CDC20
4677,MYC,KIAA0101
4678,MYC,IMP4
4679,MYC,BUB1B
4680,MYC,NUP35
4681,MYC,PLK1
4682,MYC,SAAL1
4683,MYC,ADNP2
4684,MYC,WDR12
4685,MYC,PRKCE
4686,MYC,DCLRE1C
4687,MYC,ANPEP
4688,MYC,HMGB2
4689,MYC,TFDP1
4690,MYC,ZNF85
4691,MYC,FOXM1
4692,MYC,ZNF667
4693,MYC,HMGN3
4694,MYC,AKR1B1
4695,MYC,IL6ST
4696,MYC,MTF2
4697,MYC,SMC4
4698,MYC,LRR1
4699,MYC,E2F4
4700,MYC,ZNF280B
4701,MYC,TIMM9
4702,MYC,ZNF691
4703,MYC,FANCD2
4704,MYC,EFTUD2
4705,MYC,HERPUD1
4706,MYC,EFNA1
4707,MYC,APOB
4708,MYC,KDELR3
4709,MYC,CNOT10
4710,MYC,ZNF675
4711,MYC,NCAPG
4712,MYC,F2RL1
4713,MYC,TOP2A
4714,MYC,AEBP2
4715,MYC,HMGA1
4716,MYC,TATDN3
4717,MYC,C3orf14
4718,MYC,TOPORS
4719,MYC,BLM
4720,MYC,HMGCS2
4721,MYC,SLC38A2
4722,MYC,ADNP
4723,MYC,C11orf1
4724,MYC,MEIS3
4725,MYC,GEMIN2
4726,MYC,EPAS1
4727,MYC,CIDEB
4728,MYC,USP7
4729,MYC,NT5DC2
4730,MYC,DNMT3B
4731,MYC,PAK1IP1
4732,MYC,EPHX2
4733,MYC,HAT1
4734,MYC,MTUS1
4735,MYC,C1GALT1
4736,MYC,C11orf74
4737,MYC,RNF138
4738,MYC,C19orf48
4739,MYC,MED21
4740,MYC,ZNF121
4741,MYC,ASNSD1
4742,MYC,CCDC82
4743,MYC,ZNF551
4744,MYC,PIN1
4745,MYC,PDZK1
4746,MYC,ZFP82
4747,MYC,TFRC
4748,MYC,DGAT1
4749,MYC,NUSAP1
4750,MYC,KNSTRN
4751,MYC,PHGDH
4752,MYC,SKA3
4753,MYC,LAPTM4B
4754,MYC,PSMG1
4755,MYC,CRAT
4756,MYC,RGN
4757,MYC,CEBPD
4758,MYC,AHSG
4759,MYC,DDC
4760,MYC,ZNF519
4761,MYC,UMPS
4762,MYC,DPEP1
4763,MYC,PRC1
4764,MYC,ODF2L
4765,MYC,AMBP
4766,MYC,SF3B3
4767,MYC,LGALS2
4768,MYC,TRIM59
4769,MYC,FANCI
4770,MYC,CENPA
4771,MYC,ZNF215
4772,MYC,CUEDC2
4773,MYC,ZNF253
4774,MYC,PLIN2
4775,MYC,E2F8
4776,MYC,SKIL
4777,MYC,GMPR2
4778,MYC,ECHDC2
4779,MYC,DNMT1
4780,MYC,ORC4
4781,MYC,ZNF714
4782,MYC,ZNF587B
4783,MYC,PCNA
4784,MYC,TMEM37
4785,MYC,THAP1
4786,MYC,ZNF670
4787,MYC,TK1
4788,MYC,DCAF13
4789,MYC,ZNF146
4790,MYC,PUS7L
4791,MYC,BRIX1
4792,MYC,ETS1
4793,MYC,MAP1B
4794,MYC,HPRT1
4795,MYC,ZNF195
4796,MYC,NR2F2
4797,MYC,SRF
4798,MYC,GGCT
4799,MYC,RBPJ
4800,MYC,RREB1
4801,MYC,ASUN
4802,MYC,NOL10
4803,MYC,ZWILCH
4804,MYC,MEST
4805,MYC,ZBTB44
4806,MYC,SERPIND1
4807,MYC,MAD2L1
4808,MYC,WARS
4809,MYC,SLC25A20
4810,MYC,MTERF3
4811,MYC,MSH2
4812,MYC,WDHD1
4813,MYC,COQ3
4814,MYC,VPS72
4815,MYC,RNASEH2A
4816,MYC,TIPIN
4817,MYC,HGD
4818,MYC,NIF3L1
4819,MYC,KIF23
4820,MYC,MRPL1
4821,MYC,NUDT1
4822,MYC,FUCA1
4823,MYC,ANAPC4
4824,MYC,MIS18BP1
4825,MYC,APOA2
4826,MYC,RAB34
4827,MYC,E2F5
4828,MYC,KIF22
4829,MYC,SIL1
4830,MYC,RFXANK
4831,MYC,UGP2
4832,MYC,DTWD1
4833,MYC,SP4
4834,MYC,RAD51C
4835,MYC,HMMR
4836,MYC,ZIK1
4837,MYC,DDX39A
4838,MYC,ETV5
4839,MYC,RFX5
4840,MYC,CCNB2
4841,MYC,ATIC
4842,MYC,MRPS27
4843,MYC,PRMT3
4844,MYC,ACTL6A
4845,MYC,TPX2
4846,MYC,ATG5
4847,MYC,THAP4
4848,MYC,OCIAD2
4849,MYC,PPT1
4850,MYC,SLC38A1
4851,MYC,F10
4852,MYC,NUDT15
4853,MYC,GPC3
4854,MYC,FOSB
4855,MYC,RHOBTB3
4856,MYC,FOSL2
4857,MYC,HAUS1
4858,MYC,CHEK2
4859,MYC,C17orf75
4860,MYC,MST1
4861,MYC,MYBL2
4862,MYC,G2E3
4863,MYC,HP
4864,MYC,PON2
4865,MYC,HINFP
4866,MYC,POLB
4867,MYC,PRAP1
4868,MYC,HPX
4869,MYC,P4HA2
4870,MYC,AMZ2
4871,MYC,TSFM
4872,MYC,GNRH2
4873,MYC,APOA1
4874,MYC,ANXA4
4875,MYC,STMN1
4876,MYC,GMNN
4877,MYC,CYP3A5
4878,MYC,ZNF107
4879,MYC,FMO5
4880,MYC,GMPS
4881,MYC,ATG4C
4882,MYC,APOA4
4883,MYC,F2
4884,MYC,ZNF678
4885,MYC,CKS2
4886,MYC,DPAGT1
4887,MYC,ZNF286A
4888,MYC,IRF3
4889,MYC,TCF3
4890,MYC,TEX10
4891,MYC,POLR1C
4892,MYC,ZNF92
4893,MYC,YBX3
4894,MYC,CENPN
4895,MYC,SULT1A2
4896,MYC,KLF6
4897,MYC,MLF1
4898,MYC,MYSM1
4899,MYC,ZNF286B
4900,MYC,KAT7
4901,MYC,CEBPZ
4902,MYC,CPSF3
4903,MYC,ZNF232
4904,MYC,CD9
4905,MYC,ELF1
4906,MYC,MORN2
4907,MYC,PARPBP
4908,MYC,AGTRAP
4909,MYC,ZSCAN2
4910,MYC,OAZ2
4911,MYC,VEZF1
4912,MYC,CHEK1
4913,MYC,ZNF532
4914,MYC,HMGN4
4915,MYC,FGG
4916,MYC,PPIL1
4917,MYC,FGA
4918,MYC,ALG8
4919,MYC,FOXO1
4920,MYC,RBP4
4921,MYC,AURKA
4922,MYC,CHCHD3
4923,MYC,ZNF208
4924,MYC,PTTG1
4925,MYC,KIF20B
4926,MYC,MT1X
4927,MYC,NUF2
4928,MYC,THAP11
4929,MYC,MTAP
4930,MYC,CDCA3
4931,MYC,TFDP2
4932,MYC,KNG1
4933,MYC,ZNF625
4934,MYC,PEF1
4935,MYC,MTHFD2
4936,PPP1R7,JUND
4937,PPP1R7,MAZ
4938,PPP1R7,REST
4939,PPP1R7,MYC
4940,PPP1R7,CREB1
4941,PPP1R7,CEBPD
4942,PPP1R7,RFX5
4943,PPP1R7,FOSL2
4944,PPP1R7,MYBL2
4945,TDGF1,JUND
4946,TDGF1,CREB1
4947,TDGF1,FOSL2
4948,CREB1,GEMIN8
4949,CREB1,FLRT2
4950,CREB1,ACOX2
4951,CREB1,C12orf10
4952,CREB1,GYG1
4953,CREB1,DSN1
4954,CREB1,CREB3L4
4955,CREB1,EXOSC3
4956,CREB1,MEP1A
4957,CREB1,UQCC1
4958,CREB1,CCNB1
4959,CREB1,PSAT1
4960,CREB1,ANG
4961,CREB1,WDR54
4962,CREB1,ZNF217
4963,CREB1,ZNF850
4964,CREB1,PLA2G12B
4965,CREB1,ZNF560
4966,CREB1,ZNF227
4967,CREB1,PAFAH1B3
4968,CREB1,SALL4
4969,CREB1,PITX1
4970,CREB1,THAP5
4971,CREB1,CENPW
4972,CREB1,PLRG1
4973,CREB1,MAFF
4974,CREB1,FASTKD2
4975,CREB1,BCS1L
4976,CREB1,MTHFD1
4977,CREB1,RAB25
4978,CREB1,PMAIP1
4979,CREB1,RFC2
4980,CREB1,DNASE1
4981,CREB1,FEN1
4982,CREB1,TPM2
4983,CREB1,ISY1
4984,CREB1,ZNF569
4985,CREB1,BIRC5
4986,CREB1,MTFP1
4987,CREB1,SLC7A3
4988,CREB1,FAM114A1
4989,CREB1,EBNA1BP2
4990,CREB1,CKAP2
4991,CREB1,CTPS1
4992,CREB1,PLAGL2
4993,CREB1,ZNF484
4994,CREB1,JUND
4995,CREB1,ZNF649
4996,CREB1,DUT
4997,CREB1,YBX1
4998,CREB1,ZNF300
4999,CREB1,F3
5000,CREB1,ARL6IP6
5001,CREB1,KDM2B
5002,CREB1,TGIF2
5003,CREB1,ZNF695
5004,CREB1,ALG6
5005,CREB1,EEF1E1
5006,CREB1,LAMB2
5007,CREB1,APOC4.APOC2
5008,CREB1,CBR1
5009,CREB1,TEAD4
5010,CREB1,TERF1
5011,CREB1,ZBTB24
5012,CREB1,NFIB
5013,CREB1,ZNF66
5014,CREB1,SEC11C
5015,CREB1,APOC2
5016,CREB1,ACADVL
5017,CREB1,ARSE
5018,CREB1,CTSC
5019,CREB1,ZNF677
5020,CREB1,RSU1
5021,CREB1,CETN3
5022,CREB1,CXXC5
5023,CREB1,CEBPA
5024,CREB1,TET1
5025,CREB1,FBL
5026,CREB1,CACYBP
5027,CREB1,ALB
5028,CREB1,CRABP2
5029,CREB1,ANLN
5030,CREB1,ACY1
5031,CREB1,DLGAP5
5032,CREB1,ZNF512
5033,CREB1,ZNF581
5034,CREB1,ZFAND2A
5035,CREB1,ADSL
5036,CREB1,TTF1
5037,CREB1,NNAT
5038,CREB1,ZNF770
5039,CREB1,HDX
5040,CREB1,NDUFAF4
5041,CREB1,TCFL5
5042,CREB1,FABP1
5043,CREB1,ECT2
5044,CREB1,AASS
5045,CREB1,APOC3
5046,CREB1,ASNS
5047,CREB1,SLC7A6
5048,CREB1,DRAP1
5049,CREB1,PEMT
5050,CREB1,CMC1
5051,CREB1,ZNF525
5052,CREB1,DPYSL2
5053,CREB1,CDK4
5054,CREB1,ZNF620
5055,CREB1,XPO5
5056,CREB1,TP53
5057,CREB1,NDUFAF5
5058,CREB1,CENPF
5059,CREB1,WDR74
5060,CREB1,CDK1
5061,CREB1,HNF4A
5062,CREB1,ZNF880
5063,CREB1,NODAL
5064,CREB1,STAT2
5065,CREB1,BBS9
5066,CREB1,DERA
5067,CREB1,FANCB
5068,CREB1,C12orf45
5069,CREB1,ANP32E
5070,CREB1,SPTLC3
5071,CREB1,CDKN3
5072,CREB1,NUP54
5073,CREB1,BUB1
5074,CREB1,NUP93
5075,CREB1,TDP2
5076,CREB1,AURKB
5077,CREB1,NUP85
5078,CREB1,DKC1
5079,CREB1,THRB
5080,CREB1,ZNF814
5081,CREB1,BSCL2
5082,CREB1,MLXIPL
5083,CREB1,LEAP2
5084,CREB1,NUP88
5085,CREB1,NPRL2
5086,CREB1,TNNT1
5087,CREB1,CCS
5088,CREB1,MCM6
5089,CREB1,G6PC3
5090,CREB1,RFX7
5091,CREB1,ZNF595
5092,CREB1,CAPG
5093,CREB1,ITGB5
5094,CREB1,UBL7
5095,CREB1,ANXA3
5096,CREB1,SHMT2
5097,CREB1,ITIH4
5098,CREB1,HMGA2
5099,CREB1,NR6A1
5100,CREB1,CAMK2D
5101,CREB1,ANAPC7
5102,CREB1,PPARA
5103,CREB1,COMMD3
5104,CREB1,HIBCH
5105,CREB1,ZNF788
5106,CREB1,CAPN12
5107,CREB1,ACAD11
5108,CREB1,BZW2
5109,CREB1,MGST2
5110,CREB1,ZNF287
5111,CREB1,WDR43
5112,CREB1,WFDC2
5113,CREB1,ZNF721
5114,CREB1,CREB3L3
5115,CREB1,ZNF281
5116,CREB1,TCF7L1
5117,CREB1,NR3C1
5118,CREB1,PRIM1
5119,CREB1,TF
5120,CREB1,MYCN
5121,CREB1,MELK
5122,CREB1,PRMT5
5123,CREB1,MCM3
5124,CREB1,MMS22L
5125,CREB1,DDB2
5126,CREB1,CXXC1
5127,CREB1,LITAF
5128,CREB1,MUSTN1
5129,CREB1,UCP2
5130,CREB1,DNAH14
5131,CREB1,ZNF117
5132,CREB1,BPTF
5133,CREB1,LCP1
5134,CREB1,CENPE
5135,CREB1,MBNL2
5136,CREB1,ASGR1
5137,CREB1,PIGH
5138,CREB1,FLRT3
5139,CREB1,ZNF860
5140,CREB1,PREB
5141,CREB1,TIMM21
5142,CREB1,ID3
5143,CREB1,ZNF398
5144,CREB1,NUP37
5145,CREB1,SLC35D2
5146,CREB1,GNPNAT1
5147,CREB1,ICA1
5148,CREB1,UBE2C
5149,CREB1,MCM4
5150,CREB1,ID2
5151,CREB1,ZNF726
5152,CREB1,ARG2
5153,CREB1,OTX2
5154,CREB1,ZNF134
5155,CREB1,POP5
5156,CREB1,ZNF143
5157,CREB1,IRF9
5158,CREB1,ZNF589
5159,CREB1,GATAD2B
5160,CREB1,ZNF22
5161,CREB1,VRK1
5162,CREB1,AGT
5163,CREB1,RAMP1
5164,CREB1,ZBTB3
5165,CREB1,GMEB1
5166,CREB1,TMEM69
5167,CREB1,DROSHA
5168,CREB1,ARID3B
5169,CREB1,JUN
5170,CREB1,GPN3
5171,CREB1,DPH6
5172,CREB1,ACAA1
5173,CREB1,MT1G
5174,CREB1,MAF
5175,CREB1,MXD1
5176,CREB1,KNTC1
5177,CREB1,FOXA1
5178,CREB1,KPNA2
5179,CREB1,GSN
5180,CREB1,ZNF644
5181,CREB1,SOX15
5182,CREB1,PHF20
5183,CREB1,MCM7
5184,CREB1,EXOSC9
5185,CREB1,CENPK
5186,CREB1,THYN1
5187,CREB1,ARID2
5188,CREB1,ATP1B3
5189,CREB1,FOSL1
5190,CREB1,COMMD10
5191,CREB1,ZWINT
5192,CREB1,CEP70
5193,CREB1,HPN
5194,CREB1,NR1I3
5195,CREB1,FOXA2
5196,CREB1,ZBED5
5197,CREB1,MPHOSPH9
5198,CREB1,VTN
5199,CREB1,CENPU
5200,CREB1,DPCD
5201,CREB1,PRPS2
5202,CREB1,HNRNPH2
5203,CREB1,TBPL1
5204,CREB1,MAZ
5205,CREB1,E2F7
5206,CREB1,NIP7
5207,CREB1,CKS1B
5208,CREB1,FANCL
5209,CREB1,ZNF681
5210,CREB1,CSRP2
5211,CREB1,FAM13A
5212,CREB1,MTTP
5213,CREB1,SCAPER
5214,CREB1,ALDH9A1
5215,CREB1,RRM2
5216,CREB1,AXL
5217,CREB1,RFC4
5218,CREB1,GSTK1
5219,CREB1,NFYB
5220,CREB1,DPH5
5221,CREB1,ZNF101
5222,CREB1,HELLS
5223,CREB1,GALK1
5224,CREB1,RUVBL1
5225,CREB1,TGIF1
5226,CREB1,DR1
5227,CREB1,ZNF766
5228,CREB1,RAD51AP1
5229,CREB1,IQCB1
5230,CREB1,LCMT1
5231,CREB1,ZNF33A
5232,CREB1,NOP16
5233,CREB1,POU2F1
5234,CREB1,RRM1
5235,CREB1,LAMC1
5236,CREB1,ACOT7
5237,CREB1,LIN28B
5238,CREB1,ASPH
5239,CREB1,ICE2
5240,CREB1,ZNF660
5241,CREB1,TBRG4
5242,CREB1,S100A16
5243,CREB1,APEH
5244,CREB1,UBE2T
5245,CREB1,ZNF567
5246,CREB1,DOT1L
5247,CREB1,UTP18
5248,CREB1,LGALS3
5249,CREB1,PCGF6
5250,CREB1,BLVRA
5251,CREB1,ZNF397
5252,CREB1,ING3
5253,CREB1,SLC7A7
5254,CREB1,ATF3
5255,CREB1,QPCT
5256,CREB1,TMEM177
5257,CREB1,TUBB6
5258,CREB1,AIMP2
5259,CREB1,CDK5RAP1
5260,CREB1,REST
5261,CREB1,MYC
5262,CREB1,PPP1R7
5263,CREB1,TDGF1
5264,CREB1,CREB1
5265,CREB1,SMAD3
5266,CREB1,SMAD5
5267,CREB1,FAM64A
5268,CREB1,CDX2
5269,CREB1,DDIT3
5270,CREB1,PA2G4
5271,CREB1,PHF5A
5272,CREB1,KLHL7
5273,CREB1,ZNF562
5274,CREB1,YAF2
5275,CREB1,SP100
5276,CREB1,ZFYVE21
5277,CREB1,ZNF202
5278,CREB1,ZNF93
5279,CREB1,ZNF480
5280,CREB1,ZNF561
5281,CREB1,CDC20
5282,CREB1,KIAA0101
5283,CREB1,IMP4
5284,CREB1,GRHL1
5285,CREB1,BUB1B
5286,CREB1,NUP35
5287,CREB1,PLK1
5288,CREB1,SAAL1
5289,CREB1,ADNP2
5290,CREB1,WDR12
5291,CREB1,PRKCE
5292,CREB1,DCLRE1C
5293,CREB1,ANPEP
5294,CREB1,HMGB2
5295,CREB1,TFDP1
5296,CREB1,ZNF85
5297,CREB1,LMO7
5298,CREB1,FOXM1
5299,CREB1,ZNF667
5300,CREB1,HMGN3
5301,CREB1,AKR1B1
5302,CREB1,IL6ST
5303,CREB1,MTF2
5304,CREB1,SMC4
5305,CREB1,LRR1
5306,CREB1,CREB3L2
5307,CREB1,E2F4
5308,CREB1,ZNF280B
5309,CREB1,TIMM9
5310,CREB1,ZNF691
5311,CREB1,FANCD2
5312,CREB1,EFTUD2
5313,CREB1,TFF1
5314,CREB1,HERPUD1
5315,CREB1,EFNA1
5316,CREB1,APOB
5317,CREB1,KDELR3
5318,CREB1,ZNF574
5319,CREB1,CNOT10
5320,CREB1,ZNF675
5321,CREB1,NCAPG
5322,CREB1,TIGD7
5323,CREB1,F2RL1
5324,CREB1,TOP2A
5325,CREB1,AEBP2
5326,CREB1,HMGA1
5327,CREB1,TATDN3
5328,CREB1,CRYZL1
5329,CREB1,C3orf14
5330,CREB1,TOPORS
5331,CREB1,BLM
5332,CREB1,ZNF43
5333,CREB1,HMGCS2
5334,CREB1,SLC38A2
5335,CREB1,ADNP
5336,CREB1,C11orf1
5337,CREB1,MEIS3
5338,CREB1,GEMIN2
5339,CREB1,EPAS1
5340,CREB1,CIDEB
5341,CREB1,RAB28
5342,CREB1,USP7
5343,CREB1,ZSCAN21
5344,CREB1,NT5DC2
5345,CREB1,DNMT3B
5346,CREB1,PAK1IP1
5347,CREB1,EPHX2
5348,CREB1,HAT1
5349,CREB1,MTUS1
5350,CREB1,C1GALT1
5351,CREB1,C11orf74
