TF,Target
GABPA,CLGN
COCH,TBX3
NT5C3,MMP16
ZNF670,DYRK2
SEC24D,BMPER
PRDM1,COL5A2
UTP15,KLHL4
HMMR,ANGPT2
KIF4A,NCAPG
ZNF521,ERCC-00004
NUP35,ECT2
VPS54,RHAG
LPIN1,PRDM1
ERCC-00043,PRIM1
CEP55,GLIPR2
ECT2,ZNF791
TFB2M,UBE2D1
SLC18A2,DDX20
SIRT1,ATG4C
FAM117B,KIF18A
KAL1,ZNF670
SLC38A9,PRIM1
COL4A1,VAMP7
SEMA3A,ERCC-00003
MMP16,CPE
LECT1,SERHL2
ITGA6,RALB
ERCC-00145,ST3GAL6
NUP35,RSPO3
BNIP3,ANAPC4
MYCT1,HAPLN1
SEMA5A,NRP1
GPR83,PRKRIR
KLHL28,STK17B
ZNF516,GATM
OXTR,ERCC-00130
CAMK2D,SLC6A15
METTL18,DLC1
PLK2,CDCA2
PLK2,POLR3G
DECR1,TMEM47
DEPDC1B,SEMA6D
MYOCD,SPPL2A
OTUD6B,RGS5
BAG3,LPIN1
LEPREL1,KIT
PENK,FAM117B
MTERFD1,ATG4C
STK17B,TTK
CASD1,NXT2
PPM1H,ID2
DYRK2,HAND1
STC1,ASNS
CCNE2,ID2
PRDM1,MTERFD1
MCCC1,KIAA1467
VWA5A,NT5C3
TFPI,MYOCD
TADA1,C5ORF22
ARG2,COBLL1
GLMN,MMP16
MME,ORC5
C11ORF82,GLDC
ZNF268,ERCC-00009
CYP1B1,WDR35
HLA-DQB1,YEATS4
CD200,PIK3R5
ERCC-00042,ZNF791
SFRP1,MCCC1
HSD17B11,ERCC-00145
KIT,CA2
ANKRD6,PLK2
ECT2,VWA5A
ALG11,CLGN
AGL,CER1
IFI16,CYP1B1
GYPE,GPR83
ERCC8,STC1
CDCA2,CASD1
VWA5A,ALPK2
TRUB1,GATA6
ID2,EXO1
ERCC-00130,PCDH7
MRE11A,AKAP2
GDAP1,KIAA0528
GTF2H2D,AGL
SMN1,ARHGAP28
ZUFSP,USP53
MYNN,DDAH1
FARSB,FAM69A
IL6ST,SNX14
ERCC-00009,MID1
KIF4A,ELL2
EXO1,LGR4
ASNS,KIF18A
MID1,FBXO5
PDE3B,OXR1
PROM1,PRSS23
HBP1,ARHGAP29
TFPI,RAVER2
PTGR1,PDLIM3
TBX3,KDR
FAM188A,KLHL4
WLS,ERCC-00044
LTN1,CASD1
PMP22,CDC23
USP44,RAD51AP1
IL6ST,WDR48
ANAPC4,ZFYVE16
GYPB,HBP1
ORC5,MYNN
PENK,CSTF1
MOSPD1,IPO11
RAD51AP1,VPS54
ZBTB11,SH3BGRL2
TTC39B,TBC1D23
CDC23,FAM54B
KAT7,PLAU
GPR83,TFB2M
GYPE,LRRCC1
CCKBR,DNAJB9
GYPB,MME
TNFAIP8,RND3
PELI2,BAG3
ERCC-00171,PENK
GPR83,TTC39B
ERCC-00042,VWA5A
ANKRD13C,SLC39A8
FBXO28,HLA-DRB1
SORL1,FBXO3
PIK3R5,CCDC82
ERCC-00062,USP44
HAS2,DNAJB14
ZNF138,OXR1
CCKBR,DERA
TMX3,MORC3
MLLT3,INSIG2
RRM2B,EPHA4
COLEC12,COL1A2
GPR83,CHL1
OXTR,ERCC-00025
CRYZL1,CDCA2
ARHGAP28,PERP
LECT1,STC1
ODC1,PDGFRA
ZNF791,WDR35
PPIP5K2,PLK2
BMPER,ERCC-00130
ROR2,SLC38A9
ODC1,ASUN
SORL1,DCAF6
USP44,LIPG
TMEM38B,MORC3
SH3BGRL2,IFI16
TNFRSF11B,UBE2W
LYPLAL1,ALG6
PIP4K2A,GYPB
GPSM2,PNPLA8
DCAF6,PLAA
FBXO5,S1PR3
ALCAM,PIK3R5
RGS5,C4ORF46
FEZ1,KAL1
NDFIP2,BMPER
GABRB2,PENK
KAL1,RMI1
SYNC,EXO1
LIFR,DOCK7
CALB1,COCH
EPHA4,DOCK7
SYNC,ROR2
ERCC-00074,BUB1B
KIAA1324L,ZNF521
HEG1,RLF
ZNF518B,USP31
ELOVL2,B4GALT4
DOCK7,PRMT6
CASD1,DNAJB14
DKK1,LIFR
ERCC-00130,QPCT
CALB1,TADA1
PELI2,FAM46A
MCCC1,CYP1B1
SFRP1,CA2
MALT1,FBXO3
PTGR1,BMP4
KIAA0528,FAM173B
ERCC-00044,CAP2
PMAIP1,MAN1A1
PLXNA2,COMMD10
CBR1,MFAP4
ABCA1,ERCC-00092
ZEB2,CCDC82
MRE11A,OTUD6B
RPE,NCAPG
MLLT3,ZEB2
S1PR3,IPO11
FBXO28,ITGA6
METTL18,AGL
CDK1,ZNF567
KIAA1324L,USP31
CALB1,ERCC-00131
ITGA6,MELK
GRPR,MMP16
ZFYVE16,EFTUD1
MRE11A,NUDT11
ERCC-00131,TNFAIP8
FAM46A,BLM
DKK4,PERP
BTBD10,ACTC1
PPM1H,PLAA
CD48,PRMT6
NANOG,MYNN
BCL11A,B4GALT4
ERCC-00060,ELL2
ST3GAL6,TOM1L1
CCNE2,PLAA
ERCC-00130,FBXL5
FAM46A,HLA-DRB1
BLM,COQ3
ZBTB11,REV3L
ASNS,RPE
SEMA3E,CAP2
ZNF302,ST8SIA4
TFPI,PLK4
YPEL5,RND3
MBOAT1,SEMA3E
FBXO28,VIM
QPCT,KIT
ST6GALNAC3,ZNF521
ORC5,PRKRIR
SNX14,SFRP2
KIAA1467,WLS
RAD51AP1,KAT7
PTGR1,COL1A2
PARPBP,ATL2
BMPER,ERCC-00025
GFM1,DTL
EFNA5,LGALSL
IPO8,GTF2H2D
HMMR,LRRC40
FAM54B,DLC1
PGM2,BTBD10
FASTKD3,SEMA3A
LEPREL1,FBXO28
HAPLN1,B3GNT5
WDR48,ELMOD2
CDK6,NRP1
NUDT11,ERCC-00004
BMP4,ACOX3
TP53INP1,UBE2W
SEMA3E,LYPLAL1
LRRCC1,FBXO11
FBXO11,ZNF521
PIK3R5,RFESD
HLA-DRB1,PLP1
FAM117B,ZNF670
SEC24D,NDFIP2
UTP15,PIK3R5
FAM173B,SEC24D
SPPL2A,ERCC-00130
ALG11,ARHGAP28
DDX20,LTN1
CHEK2,GRPEL2
POLR3G,LPIN1
FAM46A,ITGA6
ZIC3,NRP1
KDELR3,ZDHHC21
EFNA5,SLC35A3
COBLL1,KLF10
SEMA5A,DKK4
NXT2,PLK2
KIAA1804,CER1
ABCA1,SORL1
RNF138,ERCC-00145
SERHL2,RGS5
NTS,ANKMY2
VPS54,FOS
TTC39B,KAL1
EOMES,PIP4K2A
MALT1,PPM1H
UGGT2,OXR1
KIAA0528,CCNE2
LECT1,MTERF
KIF15,AKAP2
KAT7,KIF15
LPGAT1,HDHD2
COBLL1,ARMCX3
DDAH1,HTRA1
ZNF567,RGS5
WNT5A,PPM1H
GATA6,UBE2D1
LGR5,TBC1D23
VAMP7,ERCC-00076
ORC5,TFB2M
MALT1,NTS
PLK1,DTL
ERCC-00025,PCDH7
PLCB4,USP53
ASUN,UTP15
GLRX,PLP1
GDAP1,MYCT1
WDR35,TNFAIP8
FAM46A,VIM
COCH,AK4
ORC5,TTC39B
MTMR6,PDCD4
ALG6,RRM2B
WNT5A,NTS
RGS5,ITFG1
SEMA5A,CLDN11
DOCK7,SLC46A3
GTF2H2D,GLRX
KAT7,EPCAM
AGL,VASH2
DLC1,SLC6A15
ORC5,CHL1
COL5A2,EOMES
APOBEC3G,GYPB
FER,WNT5A
CSTF1,SEMA3A
STAT1,ERCC-00076
TRUB1,KLHL24
WDR48,WNT5A
CRYZL1,SLC6A15
ASNS,ZNF670
FARSB,SEMA6D
PPPDE1,BUB1B
CENPQ,DUSP4
ARHGAP28,FZD5
DNAJB14,MAP4K3
PARPBP,TRDN
MAGI3,CBR1
COMMD10,PDLIM3
PERP,COMMD10
PIK3R5,CCDC138
DERA,ERCC-00004
CNKSR3,RALB
YEATS4,MOSPD1
RGPD2,PIBF1
ELMOD2,ERCC-00113
PRSS23,CENPC1
NRP1,IPO8
CCNA2,USP31
NT5C3,PLP1
FBXO3,SLCO2A1
MYOCD,PDE3B
PLAU,BMP4
RALB,NLGN4X
REV3L,PMP22
HEG1,ABCA1
PRSS23,PELI2
FOS,MYCT1
ERCC-00004,KIAA1804
FAM188A,PIK3R5
FEZ1,TIPIN
KRCC1,ALG11
ERCC-00062,GLIPR2
NRP1,HEG1
SPPL2A,ERCC-00025
PLK4,FAM135A
RFESD,PRPS2
LRRC40,MPHOSPH9
MYNN,WDR48
MCC,SLC38A9
ARG2,CENPC1
COL1A2,KIAA1804
STK38L,PENK
SEMA6D,EOMES
ARL4A,MTMR6
IL6ST,CEP70
ECT2,TDRD7
FAM54B,AGL
ARG2,PELI2
HEG1,PHLDA1
NCAM1,SLC19A2
MID1,PGM2
BTBD10,RFPL2
ANGPT2,CER1
LEPREL1,HSF2
CCKBR,LHX1
KIF15,OTUD6B
CLDN11,CD9
SLC6A15,BCL11A
GRPEL2,MALT1
COLEC12,CNKSR3
NTS,PCDH7
EFTUD1,BTBD10
ERCC-00074,MORC3
PENK,DLC1
SLC38A9,CYP1B1
ERCC-00002,BCL11A
PLAU,COL1A2
RAD51AP1,COL5A2
FZD5,C12ORF23
RRM2B,BAG3
KIF15,NUDT11
SORL1,MCCC1
PAM,CDC7
PIK3R5,PRICKLE1
LGALSL,METTL18
WLS,EOMES
GPR83,SENP7
MTMR6,C11ORF82
FAM69A,KIAA0528
ARHGAP29,KIAA0528
ANKRD13C,KIF18A
C5ORF22,ARMC8
NANOG,TTC39B
RMI1,ARHGAP28
CD48,GABPA
FER,KLHL28
CDC7,ZNF280B
COMMD10,BMP4
KDELR3,WDR35
WDR48,KLHL28
METTL18,GLRX
QPCT,FBXO28
PRDM1,HSD17B11
DOCK7,NAP1L3
NANOG,CHL1
ZFYVE16,PLXNA2
ELMOD2,RNFT1
SPP1,CCDC81
OTUD6B,ALG6
SLC6A15,CAMK2D
ERCC-00042,TDRD7
DCAF6,RGPD2
ERCC-00002,CAMK2D
KLHL28,KDR
ST8SIA1,KIAA1324L
ERCC-00136,PLCB4
FZD5,BNIP3
TFB2M,ERCC-00004
COCH,KRCC1
PALLD,ARHGAP29
SH3BGRL2,PARPBP
APOBEC3G,CPE
DNAJB9,LHX1
PCDH7,HLA-DRB1
SEMA5A,IL6ST
MALT1,MCCC1
RRM2B,FAM46A
FEZ1,FBXO5
ZUFSP,LIPG
C5ORF22,EFTUD1
WWP1,TBC1D23
ZEB2,PRICKLE1
ASNS,RMI1
SEC24D,ERCC-00108
GCA,DUSP10
DKK1,PDLIM3
PIK3R5,ST6GALNAC3
ERCC-00076,KIAA0528
SERPINE2,ID2
ELOVL2,ZNF302
TBX3,GRPEL2
COMMD10,COL1A2
ZBTB11,GATA4
LGR5,KAL1
ASS1,SPPL2A
PLXNA2,FAM117B
ARL4A,KIF15
ABCA1,ZEB1
LGALSL,ELMOD2
RAVER2,B3GNT2
ANAPC4,DOCK7
BNIP3,ERCC-00112
KIT,PMAIP1
EFNA5,PRSS23
DRAM2,ARHGAP28
ERCC-00145,FBXO11
MLF1IP,SEMA3E
CDK6,DKK4
LHX1,HDHD2
BMP2,ERCC-00044
FASTKD5,FAM117B
ERCC-00095,ZEB1
BMP4,VASH2
WDFY1,SLC35A3
C3ORF14,MLLT3
HDHD2,SH3BGRL
CNKSR3,MELK
HTRA1,WDFY1
MAGI3,FARSB
C4ORF46,CYP26A1
KRCC1,CDC20
SFRP2,ZUFSP
CDK1,USP53
ERCC-00130,MTMR2
PTGR1,TSPAN12
ELMOD2,TMOD1
BCAP29,DUSP10
ZIC3,DKK4
BCL11A,ZNF302
TRUB1,B3GNT5
PCDH7,ITGA6
STK17B,AMIGO2
COL5A1,HTRA1
PDCD4,ERCC-00145
PRTG,PPM1H
MPHOSPH9,CCKBR
OTUD6B,PRIM1
KIAA1804,VASH2
C3ORF58,STK3
PTGR1,DEPDC1B
ZEB2,ST6GALNAC3
CDK6,CLDN11
ERCC-00111,CCKBR
DCAF6,PTGR1
LPIN1,PMP22
PLP1,TMX3
COLEC12,ARG2
ZNF518B,PERP
PDGFRA,FAM135A
GPC3,ERCC-00042
NTS,FBXL5
TMCC1,PRDM1
BNIP3,COQ3
PRTG,NTS
PLK4,TRIM36
LGR4,APOBEC3G
TBX3,COLEC12
PLXNA2,CSTF1
SH3BGRL2,DCUN1D4
CLDN11,TTC14
GABRB2,MID1
GPC3,GRPR
ERCC-00096,HEG1
PENK,AGL
SEMA3E,FAM54B
DEPDC1B,DNAJB9
ZIC3,CLDN11
TP53INP1,ERCC-00046
ODC1,SEMA3A
KIAA1324L,PERP
ITFG1,TTC14
HAND1,APOBEC3G
PCDH7,VIM
MANEA,PDLIM3
FASTKD5,CSTF1
PRIM1,CAP2
ERCC-00108,EFTUD1
IPO11,CENPQ
ANKRD28,GPC3
LGR4,ERCC-00060
USP31,IPO8
TBPL1,ZNF791
RFESD,ID2
MALT1,CA2
PRSS35,ARHGAP28
PPPDE1,MORC3
LEPREL1,ERCC-00009
C3ORF14,PHC1
PNPLA8,TDP2
QPCT,HSF2
HAND1,UBE2D1
ST8SIA1,ANAPC4
WNT5A,CA2
ITGA6,HIBCH
CELF2,GYPB
PPM1H,PTGR1
ST8SIA4,KIAA1324L
SEC24D,ARL4A
COBLL1,CDH11
CCNE2,PTGR1
HPRT1,SLC38A9
PRIM1,LYPLAL1
ARL4D,S1PR3
NUP35,SLC39A8
TIPIN,NXT2
SFRP1,PMAIP1
TTC39B,FBXO5
REV3L,NLGN4X
ERCC-00044,CRHBP
TBC1D23,MBOAT1
ORC5,SENP7
ACOX3,RHOBTB3
PRPS2,TMCC1
SPP1,DDX20
C4ORF46,PRSS35
FASTKD1,LGR5
MOSPD1,CNTRL
APLNR,IPO11
STK3,MBOAT1
KLHL6,HLA-DRB1
HAS2,MID1
NFIB,BTBD10
GDAP1,TBX3
ZNF280B,BMPER
TBPL1,VWA5A
C3ORF14,WWP1
ZNF516,ERCC-00096
ZNF280B,KLHL12
HLA-DRB1,SLC18A2
FAM54B,GLRX
NCAPG,DYRK2
NDFIP2,ERCC-00108
ERCC-00092,GYPB
ZNF670,GATA4
ERCC-00003,DRAM2
SERPINE2,PLAA
GLIPR2,RGPD2
MANEA,BMP4
SLC19A2,ERCC-00111
CBR1,LRIG3
KIF4A,RRM2B
PERP,FAM117B
WWP1,KAL1
FAM69A,MYCT1
COL1A2,DUSP4
PRKRIR,ERCC-00022
ERCC-00131,CBR1
RAVER2,VPS54
RMI1,GNAI1
MRE11A,ALCAM
VWA5A,CCDC81
ERCC-00113,GPC3
REV3L,B4GALT4
BAG3,NRP1
NIPSNAP3A,PLXNA2
MYNN,CEP70
PTGR1,AXL
CALB1,ST8SIA4
CRHBP,EFTUD1
HDHD2,ESCO2
CYP26A1,DNAJB14
MMP16,FAM69A
DNAJB14,KIF4A
SENP7,TBPL1
ERCC-00004,PNPLA8
ACTC1,ANKRD6
MBOAT1,NCAM1
ERCC-00112,TFPI
DYRK2,FAM89A
ANKRD6,ZNF791
GLMN,PLK1
GCA,CENPQ
SERHL2,ALG6
COCH,GATM
FBXO28,KIF23
GLRX,SLC18A2
TOM1L1,ARFGAP3
CDK6,IL6ST
KLHL6,ITGA6
PRSS23,ERCC-00136
CYP1B1,PTPRZ1
ENC1,TDRD7
GYPA,MALT1
ST3GAL6,SLCO2A1
FREM1,USP31
ZEB1,KIAA0528
B3GNT5,OXR1
C3ORF14,ANKRD13C
PIBF1,LPIN1
ERCC-00043,ANAPC4
LGR5,TIPIN
PLAU,TSPAN12
TTK,ERCC-00171
PLAA,ZNF521
TTK,LPGAT1
MANEA,COL1A2
CLK1,MLF1IP
PRIM1,RFESD
ZIC3,IL6ST
KIF23,TBC1D23
NCAM1,GLMN
RLF,IPO11
CENPQ,HAND1
PERP,CSTF1
PDGFRA,TRIM36
HLA-DRB1,COBLL1
CLGN,PROM1
C3ORF58,KIF18A
NT5C3,SLC18A2
CELF2,CPE
NRP1,UTP15
BCAP29,CENPQ
TRDN,ARHGAP28
KLHL6,VIM
CCNA2,PERP
PELI2,SEC24D
CNTRL,CAP2
DCAF6,STAT1
MME,PDE3B
TIPIN,DNAJB14
AGL,C11ORF82
UBE2W,ERCC-00111
MTMR2,NIPSNAP3A
ANKRD6,VWA5A
SEMA5A,CDCA2
SEMA5A,POLR3G
RFESD,PLAA
ESCO2,FREM1
APLNR,GLDC
LPGAT1,GLDC
ESRP1,C1ORF112
PTPRZ1,GYPB
KRCC1,FEZ1
GATA6,ERCC-00004
ZIC3,TFB2M
PPIP5K2,ZNF791
ZNF518B,FZD5
KIF23,PRSS35
LHX1,NIPSNAP3A
ERCC-00025,MTMR2
SLCO2A1,SERHL2
CAMK2D,ARFGAP3
KAT7,HBP1
C4ORF46,KAL1
MTERF,TRUB1
GLDC,STK38L
KAL1,ABCA1
DNA2,TMEM38B
NDFIP2,ARL4A
OXTR,ID2
WDR41,CCKBR
TRIM36,MMP16
SPP1,NXT2
QPCT,ERCC-00009
ZNF791,PTPRZ1
GLRX,COBLL1
PGM2,BCL11A
ZNF516,CTSK
PMP22,GATM
KAT7,MME
ERCC-00096,BMPER
WDR35,CBR1
ERCC-00092,CPE
SMN1,GDF3
COL5A2,ELMOD2
COMMD10,TSPAN12
IPO11,BUB1B
FAM46A,KIF23
SERHL2,PRIM1
PRMT6,LPIN1
FEZ1,PGM2
DCAF6,SERPINE2
FBXO28,ESRP1
IL6ST,ANXA3
CEP70,CDK6
RAVER2,KAT7
SLC46A3,MALT1
PPM1H,STAT1
LYPLAL1,KIAA1324L
COMMD10,DEPDC1B
CCNE2,STAT1
GTF2H2D,CLGN
LPIN1,NLGN4X
ZNF567,PRIM1
KAL1,PHLDA1
GPSM2,GNG11
SLC46A3,ENC1
TTC14,PPPDE1
NIPSNAP3A,OTX2
MRS2,TRUB1
PENK,GLRX
ST8SIA4,NFIB
AMIGO2,ARMC8
ERCC-00130,PRTG
PPIP5K2,VWA5A
NT5C3,COBLL1
CLGN,APLNR
LGR5,FBXO5
CD9,ZNF138
VIM,MFAP4
PGM2,CAMK2D
HAPLN1,UBE2W
PRSS35,GNAI1
C1ORF112,DUSP10
SENP7,PRPS2
ITGA5,COMMD10
ZNF521,FREM1
CDH11,TBPL1
FAM117B,RLF
ZNF302,SLC19A2
GRPR,PLK1
ROR2,LIFR
PLAU,ARG2
LRRCC1,INSIG2
ANXA3,C5ORF22
ERCC-00131,FARSB
MYOCD,PROM1
MAN1A1,DTL
PRDM1,MOSPD1
SEMA6D,ELMOD2
RPE,RRM2B
PRICKLE1,ITGA5
GATA4,ZNF521
ZNF670,NUP35
CHEK2,LUM
RALB,DNA2
GYPB,OTUD6B
KIAA0528,SPP1
NCAM1,NUP35
VWA5A,DDX20
MAP4K3,CCNA2
DEPDC1B,LHX1
MFAP4,ANKMY2
ALG6,TOM1L1
PLAU,AXL
ID2,TRDN
DCUN1D4,PLP1
NTS,MTMR2
LPIN1,B4GALT4
RAD51AP1,HSD17B11
AMIGO2,EFTUD1
PLXNA2,DLC1
ALPK2,SPPL2A
COL5A2,WNT5A
GATA4,USP31
GYPB,NUDT11
FARSB,DNAJB9
SLCO2A1,STC1
BMPER,ID2
WLS,ELMOD2
DDX20,ERCC-00062
TDP2,C12ORF23
ACTC1,FER
WWP1,TIPIN
ST8SIA4,HLA-DQB1
BLM,ARHGAP29
FASTKD5,DLC1
TMOD1,ERCC-00092
FAM46A,ESRP1
SLC35A3,PPPDE1
FARSB,DERA
PLK4,IFI16
KIF15,ALCAM
SH3BGRL,TMCC1
LRRCC1,ZEB2
ZNF516,KIAA1804
HBP1,SMN1
MAGI3,PDGFRA
KLHL4,WDFY1
DKK1,ERCC-00060
HLA-DRB1,SKA3
ARMC8,CDK6
COQ3,PDLIM3
ZNF521,TNFRSF11B
MAGI3,ASUN
ASNS,RLF
KIF23,KAL1
NXT2,ZNF791
DNAJB14,WLS
ERCC-00009,CCDC82
GFM1,CAP2
COMMD10,ARG2
METTL18,CLGN
POLR3G,NRP1
NODAL,PRMT6
ELL2,CCKBR
AKAP2,ERCC-00130
PNPLA8,ZFYVE16
NCAPG,SH3BGRL2
TDP2,BNIP3
PRIM1,FAM54B
KLHL28,COLEC12
CNKSR3,HIBCH
ERBB4,OXTR
CRHBP,PLXNA2
USP53,C5ORF22
BMP4,DUSP11
IGDCC4,BAG3
PLOD2,BLM
BAG3,DKK4
SEMA6D,WNT5A
MYOCD,APLNR
SLC19A2,C3ORF58
ERCC-00043,MAN1A1
TADA1,ZNF521
OXTR,PLAA
DDAH1,CRYZL1
COMMD10,AXL
SLC38A9,MAN1A1
KBTBD2,CDK6
DKK1,DEPDC1B
LGALSL,TMEM47
LRRCC1,NODAL
LYPLAL1,ANAPC4
ERCC-00095,UBE2D1
LRRC40,CNTRL
MMP16,SEMA6D
PIP4K2A,FAM69A
EFTUD1,BCL11A
GFM1,LYPLAL1
CCNA2,FZD5
STK17B,PRMT6
ARMCX3,EFTUD1
RAD51AP1,ZUFSP
GLRX,SKA3
GNG11,ERCC-00171
SERPINE2,RGPD2
VASH2,PRMT6
GNG11,LPGAT1
WDR35,FARSB
KIAA1804,C11ORF82
ERCC-00062,OXR1
USP31,UTP15
ARL4A,HBP1
NXT2,VWA5A
PLP1,ZNF518B
ERCC-00112,TADA1
COL5A2,KLHL28
PLK2,PPPDE1
GDAP1,AK4
BAG3,CLDN11
MLF1IP,NCAM1
PAM,OXTR
CDK6,CDCA2
CDK6,POLR3G
TRDN,GNAI1
ERBB4,KDELR3
RPL17-C18ORF32,INSIG2
HIBCH,PCDH7
RAVER2,COL5A2
HLA-DQB1,CYP26A1
ALG11,GDF3
MFAP4,PCDH7
ANAPC4,SEMA3A
MORC3,NID1
FAM69A,TBX3
COQ3,BMP4
EFTUD1,CAMK2D
CA2,ERCC-00003
TMOD1,SORL1
ARHGAP29,TBX3
WWP1,FBXO5
PLK1,CAP2
ERCC-00003,WDR35
CCDC82,MLF1IP
PRPS2,PAM
KLF10,GYPA
PRPS2,CEP55
C11ORF82,HEG1
NT5C3,SKA3
HMMR,STK3
KIF18A,GFM1
ERCC8,REV3L
ZIC3,POLR3G
GLIPR2,SERPINE2
ARHGAP28,ERCC-00113
HSF2,ELOVL2
PHLDA1,C12ORF23
GYPE,CDK1
FBXO3,C1ORF112
KLHL4,GYPE
KIAA1467,ST8SIA4
ASUN,MELK
MANEA,TSPAN12
SPPL2A,ID2
ANKRD28,ERCC-00022
CPE,DYRK2
AKAP2,ERCC-00025
UBE2W,C3ORF58
PLXNA2,AGL
C3ORF58,CASD1
CLK1,HAS2
PLK1,LYPLAL1
ELMOD2,TTK
FAM117B,ABCA1
GRPR,COBLL1
MALT1,PMAIP1
CDH11,ANKRD28
SEMA6D,KLHL28
ABCA1,GABRB2
MANEA,DEPDC1B
SENP7,ID2
FZD5,ERCC-00003
IPO11,MORC3
C1ORF112,CENPQ
PERP,DLC1
WNT5A,PMAIP1
RRM2B,SEC24D
ERCC-00112,TP53INP1
BMPER,PLAA
ARL4A,PIBF1
CCDC66,C1ORF112
PCDH7,KIF23
HAND1,ERCC-00004
PHLDA1,BNIP3
RAVER2,MTERFD1
COQ3,COL1A2
RFESD,RGPD2
COL1A2,HAND1
NUP35,RPE
SERPINE2,PTGR1
ERCC-00076,TBX3
WLS,KLHL28
CD48,SLC6A15
ERCC-00096,NDFIP2
PDGFRA,IFI16
ERCC-00130,USP44
MAGI3,KIT
CRYZL1,PPPDE1
DLC1,ARFGAP3
FER,DECR1
ST8SIA1,ERCC-00112
NODAL,SLC46A3
CTSK,TMEM64
RHOBTB3,PRMT6
QPCT,NID1
ZIC3,SENP7
GPR83,PALLD
CSTF1,SEMA3E
DKK4,ERCC-00113
ANKRD6,TDRD7
CRYZL1,ARFGAP3
KDELR3,PTPRZ1
DKK1,AXL
GRPEL2,FAM188A
ANGPT2,C11ORF82
RHAG,ZNF302
GPR83,ERCC-00043
MYNN,ANXA3
PRICKLE1,HPRT1
RPL17-C18ORF32,NODAL
ARG2,SLC35A3
CCDC81,COL1A2
NUDT11,FREM1
ERCC-00145,INSIG2
TADA1,MBOAT1
FREM1,PERP
ZNF268,ERCC-00042
ERCC-00022,SPPL2A
ARHGAP28,RNFT1
LRRCC1,NUDT10
HLA-DQB1,PRSS35
MELK,TRUB1
CCDC82,PDCD4
HBP1,ANKRD6
TMCC1,PMP22
ASNS,ABCA1
HBP1,LEPREL1
TRUB1,UBE2W
NDC80,BCL11A
STK17B,SLC46A3
CEP70,GPC3
KAL1,MAP4K3
VPS54,EPHA4
VASH2,SLC46A3
ERCC-00113,ERCC-00022
MLLT3,ANKMY2
NRP2,RALB
SFRP1,ZNF516
GLRX,CENPC1
NANOG,LPGAT1
GDAP1,KRCC1
REV3L,DNA2
BAG3,IL6ST
ST8SIA1,COQ3
FAM54B,CLGN
GPR83,CALB1
PRTG,PLK2
MFAP4,FBXL5
FASTKD5,ST8SIA1
AXL,TMEM64
ERCC-00044,NDC80
APOBEC3G,FAM69A
SYNC,PIK3R5
LGR5,PGM2
GCA,SIRT1
SLC39A8,ERCC-00044
HAPLN1,ERCC-00046
CTSK,ENC1
ASNS,PHLDA1
DDX20,NT5C3
RMI1,GDF3
MANEA,ARG2
PMAIP1,ARHGAP29
TRIM36,PLP1
ERCC-00145,ZEB2
INSIG2,C12ORF23
NDC80,CAMK2D
PPIP5K2,TDRD7
LUM,ST8SIA1
PLK4,ERCC-00136
ITGA5,FAM117B
RFESD,PTGR1
PCDH7,ESRP1
OXR1,METTL18
DUSP4,B3GNT2
LIPG,OXR1
NT5C3,CENPC1
RALB,KIAA1467
SNX14,KIF4A
PRPS2,EFNA5
NTS,PRTG
ZNF302,GLMN
NAP1L3,PLXNA2
MID1,DDAH1
BAG3,TFB2M
DDAH1,PLK1
ERBB4,NCAPG
IL6ST,FBXO3
DNAJB14,COCH
MANEA,AXL
DKK4,RNFT1
FARSB,LHX1
COL5A1,CRYZL1
POLR3G,DKK4
NUP35,ZNF670
ZNF516,DUSP4
NFIB,BCL11A
DERA,FREM1
ARHGAP28,TMOD1
SPPL2A,PLAA
HMMR,KIF18A
NODAL,NAP1L3
GYPE,ZNF268
INSIG2,BNIP3
IFI16,ERCC-00044
CNTRL,CRHBP
TMEM47,FAM69A
POLR3G,MYNN
ARMCX3,PLXNA2
BCAP29,MORC3
DUSP11,RHOBTB3
AXL,ZNF268
ARHGAP29,PERP
CYP26A1,MID1
GRPR,SKA3
DNAJB14,ERCC-00131
SEMA3A,OTX2
KIF4A,TOM1L1
PROM1,ANKRD28
ACOX3,PDLIM3
POLR3G,CLDN11
PIP4K2A,SEMA6D
ZNF567,CYP1B1
KLHL6,KIF23
PAM,NCAPG
UBE2D1,ANGPT2
C12ORF23,ARMC8
PLK4,PARPBP
ITGA5,CSTF1
ATG4C,CRHBP
C11ORF82,BMPER
DRAM2,GDF3
GLMN,CENPC1
C11ORF82,KLHL12
NFIB,CAMK2D
STK17B,NAP1L3
PLOD2,STK17B
BMP2,METTL18
ANXA3,PIP4K2A
ERCC-00131,PDGFRA
KIAA1467,DYRK2
ST8SIA4,ERCC-00112
VASH2,NAP1L3
CDC7,ERCC-00096
FBXO28,GRPEL2
ASH2L,ORC5
YEATS4,MALT1
CLK1,LGR4
GLMN,PELI2
ACTC1,EXO1
RHOBTB3,SLC46A3
ERCC-00131,ASUN
RPL17-C18ORF32,NUDT10
TP53INP1,SYNC
MLLT3,PCDH7
TDRD7,ANGPT2
OXTR,RGPD2
YEATS4,ENC1
CD200,CDC23
DCUN1D4,SLC18A2
ZUFSP,LPIN1
TMEM64,ZFYVE16
C3ORF14,ACOX3
ANKRD13C,RLF
ERCC-00003,GDAP1
SERPINE2,STAT1
GNAI1,DCUN1D4
