tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	Unnamed: 17
9606	Homo sapiens	1432	0	live	MAPK14	CSBP, CSBP1, CSBP2, CSPB1, EXIP, Mxi2, PRKM14, PRKM15, RK, SAPK2A, p38, p38ALPHA	mitogen-activated protein kinase 14	mitogen-activated protein kinase 14|CSAID-binding protein|MAP kinase 14|MAP kinase Mxi2|MAP kinase p38 alpha|MAX-interacting protein 2|cytokine suppressive anti-inflammatory drug binding protein|mitogen-activated protein kinase p38 alpha|p38 MAP kinase|p38 mitogen activated protein kinase|p38alpha Exip|stress-activated protein kinase 2A	6p21.31	6	NC_000006.12	36027808.0	36124214.0	plus	23.0	600289.0	
9606	Homo sapiens	4292	0	live	MLH1	COCA2, FCC2, HNPCC, HNPCC2, LYNCH2, MLH-1, MMRCS1, hMLH1	mutL homolog 1	DNA mismatch repair protein Mlh1|mutL homolog 1, colon cancer, nonpolyposis type 2	3p22.2	3	NC_000003.12	36993466.0	37050846.0	plus	24.0	120436.0	
9606	Homo sapiens	23405	0	live	DICER1	DCR1, Dicer, Dicer1e, GLOW, HERNA, K12H4.8-LIKE, MNG1, RMSE2, aviD	dicer 1, ribonuclease III	endoribonuclease Dicer|Dicer1, Dcr-1 homolog|dicer 1, double-stranded RNA-specific endoribonuclease|dicer 1, ribonuclease type III|helicase MOI|helicase with RNAse motif	14q32.13	14	NC_000014.9	95086228.0	95158010.0	minus	36.0	606241.0	
9606	Homo sapiens	7852	0	live	CXCR4	CD184, D2S201E, FB22, HM89, HSY3RR, LAP-3, LAP3, LCR1, LESTR, NPY3R, NPYR, NPYRL, NPYY3R, WHIM, WHIMS, WHIMS1	C-X-C motif chemokine receptor 4	C-X-C chemokine receptor type 4|CD184 antigen|LPS-associated protein 3|SDF-1 receptor|chemokine (C-X-C motif) receptor 4|fusin|leukocyte-derived seven transmembrane domain receptor|lipopolysaccharide-associated protein 3|neuropeptide Y receptor Y3|neuropeptide Y3 receptor|seven transmembrane helix receptor|seven-transmembrane-segment receptor, spleen|stromal cell-derived factor 1 receptor	2q22.1	2	NC_000002.12	136114349.0	136118149.0	minus	4.0	162643.0	
9606	Homo sapiens	3757	0	live	KCNH2	ERG-1, ERG1, H-ERG, HERG, HERG1, Kv11.1, LQT2, SQT1	potassium voltage-gated channel subfamily H member 2	potassium voltage-gated channel subfamily H member 2|eag homolog|eag-related protein 1|ether-a-go-go-related gene potassium channel 1|ether-a-go-go-related potassium channel protein|ether-a-go-go-related protein 1|human ether-a-go-go-related|long QT syndrome type 2|potassium channel, voltage gated eag related subfamily H, member 2|potassium voltage-gated channel, subfamily H (eag-related), member 2|voltage-gated potassium channel subunit Kv11.1	7q36.1	7	NC_000007.14	150944961.0	150978321.0	minus	20.0	152427.0	
9606	Homo sapiens	50943	0	live	FOXP3	AIID, DIETER, IPEX, JM2, PIDX, XPID	forkhead box P3	forkhead box protein P3|FOXP3delta7|immune dysregulation, polyendocrinopathy, enteropathy, X-linked|immunodeficiency, polyendocrinopathy, enteropathy, X-linked	Xp11.23	X	NC_000023.11	49250438.0	49264710.0	minus	12.0	300292.0	
9606	Homo sapiens	2146	0	live	EZH2	ENX-1, ENX1b, KMT6, KMT6A, WVS, WVS2, EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	histone-lysine N-methyltransferase EZH2|enhancer of zeste homolog 2|lysine N-methyltransferase 6	7q36.1	7	NC_000007.14	148807383.0	148884291.0	minus	26.0	601573.0	
9606	Homo sapiens	4088	0	live	SMAD3	HSPC193, HsT17436, JV15-2, LDS1C, LDS3, MADH3, hMAD-3, hSMAD3, mad3	SMAD family member 3	mothers against decapentaplegic homolog 3|MAD homolog 3|MAD, mothers against decapentaplegic homolog 3|SMA- and MAD-related protein 3|SMAD, mothers against DPP homolog 3|mad homolog JV15-2|mad protein homolog|mothers against DPP homolog 3	15q22.33	15	NC_000015.10	67065602.0	67195169.0	plus	15.0	603109.0	
9606	Homo sapiens	4582	0	live	MUC1	ADMCKD, ADMCKD1, ADTKD2, CA 15-3, CD227, Ca15-3, EMA, H23AG, KL-6, MAM6, MCD, MCKD, MCKD1, MUC-1, MUC-1/SEC, MUC-1/X/ZD, PEM, PEMT, PUM, MUC1	mucin 1, cell surface associated	mucin-1|H23 antigen|breast carcinoma-associated antigen DF3|cancer antigen 15-3|carcinoma-associated mucin|episialin|krebs von den Lungen-6|mucin 1, transmembrane|peanut-reactive urinary mucin|polymorphic epithelial mucin|tumor associated epithelial mucin|tumor-associated epithelial membrane antigen	1q22	1	NC_000001.11	155185824.0	155192915.0	minus	11.0	158340.0	
9606	Homo sapiens	2033	0	live	EP300	KAT3B, MKHK2, RSTS2, p300	E1A binding protein p300	histone acetyltransferase p300|E1A-associated protein p300|E1A-binding protein, 300kD|histone butyryltransferase p300|histone crotonyltransferase p300|p300 HAT|protein 2-hydroxyisobutyryltransferase p300|protein lactyltransferas p300|protein propionyltransferase p300	22q13.2	22	NC_000022.11	41092592.0	41180077.0	plus	31.0	602700.0	
9606	Homo sapiens	1385	0	live	CREB1	CREB, CREB-1	cAMP responsive element binding protein 1	cyclic AMP-responsive element-binding protein 1|active transcription factor CREB|cAMP-response element-binding protein-1|cyclic adenosine 3',5'-monophosphate response element binding protein|cyclic adenosine 3',5'-monophosphate response element-binding protein CREB|transactivator protein	2q33.3	2	NC_000002.12	207529962.0	207605988.0	plus	17.0	123810.0	
9606	Homo sapiens	4286	0	live	MITF	CMM8, COMMAD, MI-A, WS2, WS2A, bHLHe32, MITF	melanocyte inducing transcription factor	microphthalmia-associated transcription factor|class E basic helix-loop-helix protein 32|melanogenesis associated transcription factor|microphtalmia-associated transcription factor	3p13	3	NC_000003.12	69739464.0	69968332.0	plus	17.0	156845.0	
9606	Homo sapiens	999	0	live	CDH1	Arc-1, BCDS1, CD324, CDHE, ECAD, LCAM, UVO	cadherin 1	cadherin-1|CAM 120/80|E-cadherin 1|cadherin 1, E-cadherin (epithelial)|cadherin 1, type 1, E-cadherin (epithelial)|calcium-dependent adhesion protein, epithelial|cell-CAM 120/80|epididymis secretory sperm binding protein|epithelial cadherin|uvomorulin	16q22.1	16	NC_000016.10	68737292.0	68835537.0	plus	16.0	192090.0	
9606	Homo sapiens	1026	0	live	CDKN1A	CAP20, CDKN1, CIP1, MDA-6, P21, SDI1, WAF1, p21CIP1	cyclin dependent kinase inhibitor 1A	cyclin-dependent kinase inhibitor 1|CDK-interacting protein 1|CDK-interaction protein 1|DNA synthesis inhibitor|cyclin-dependent kinase inhibitor 1A (p21, Cip1)|melanoma differentiation associated protein 6|wild-type p53-activated fragment 1	6p21.2	6	NC_000006.12	36676463.0	36687332.0	plus	6.0	116899.0	
9606	Homo sapiens	2305	0	live	FOXM1	FKHL16A, FOXM1B, FOXM1C, HFH-11, HFH11, HNF-3, INS-1, MPHOSPH2, MPP-2, MPP2, PIG29, TRIDENT, FOXM1	forkhead box M1	forkhead box protein M1|Forkhead, drosophila, homolog-like 16|HNF-3/fork-head homolog 11|M-phase phosphoprotein 2|MPM-2 reactive phosphoprotein 2|forkhead box M1-D|forkhead-related protein FKHL16|hepatocyte nuclear factor 3 forkhead homolog 11|transcription factor Trident|winged-helix factor from INS-1 cells	12p13.33	12	NC_000012.12	2857680.0	2877174.0	minus	11.0	602341.0	
9606	Homo sapiens	675	0	live	BRCA2	BRCC2, BROVCA2, FACD, FAD, FAD1, FANCD, FANCD1, GLM3, PNCA2, XRCC11	BRCA2 DNA repair associated	breast cancer type 2 susceptibility protein|BRCA1/BRCA2-containing complex, subunit 2|DNA repair-associated BRCA2|Fanconi anemia group D1 protein|breast and ovarian cancer susceptibility gene, early onset|breast and ovarian cancer susceptibility protein 2|breast cancer 2 tumor suppressor|breast cancer 2, early onset|mutant BRCA2|mutant DNA repair-associated protein 2	13q13.1	13	NC_000013.11	32315508.0	32400268.0	plus	28.0	600185.0	
9606	Homo sapiens	3565	0	live	IL4	BCGF-1, BCGF1, BSF-1, BSF1, IL-4	interleukin 4	interleukin-4|B cell growth factor 1|B_cell stimulatory factor 1|binetrakin|lymphocyte stimulatory factor 1|pitrakinra	5q31.1	5	NC_000005.10	132673989.0	132682678.0	plus	5.0	147780.0	
9606	Homo sapiens	4313	0	live	MMP2	CLG4, CLG4A, MMP-2, MMP-II, MONA, TBE-1	matrix metallopeptidase 2	72 kDa type IV collagenase|collagenase type IV-A|matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)|matrix metalloproteinase-2|matrix metalloproteinase-II|neutrophil gelatinase	16q12.2	16	NC_000016.10	55478830.0	55506691.0	plus	17.0	120360.0	
9606	Homo sapiens	6657	0	live	SOX2	ANOP3, MCOPS3	SRY-box transcription factor 2	transcription factor SOX-2|SRY (sex determining region Y)-box 2|SRY-box 2|SRY-related HMG-box gene 2|sex determining region Y-box 2|transcription factor SOX2	3q26.33	3	NC_000003.12	181711925.0	181714436.0	plus	1.0	184429.0	
9606	Homo sapiens	861	0	live	RUNX1	AML1, AML1-EVI-1, AMLCR1, CBF2alpha, CBFA2, EVI-1, PEBP2aB, PEBP2alpha	RUNX family transcription factor 1	runt-related transcription factor 1|AML1-ETO fusion|AML1-ETO fusion protein|AML1-EVI-1 fusion protein|PEA2-alpha B|PEBP2-alpha B|SL3-3 enhancer factor 1 alpha B subunit|SL3/AKV core-binding factor alpha B subunit|acute myeloid leukemia 1 protein|core-binding factor, runt domain, alpha subunit 2|mutant RUNX1|oncogene AML-1|polyomavirus enhancer-binding protein 2 alpha B subunit|runt related transcription factor 1	21q22.12	21	NC_000021.9	34787801.0	35049302.0	minus	12.0	151385.0	
9606	Homo sapiens	2308	0	live	FOXO1	FKH1, FKHRA, FOXO1	forkhead box O1	forkhead box protein O1|forkhead box protein O1A|forkhead, Drosophila, homolog of, in rhabdomyosarcoma	13q14.11	13	NC_000013.11	40555667.0	40666641.0	minus	6.0	136533.0	
9606	Homo sapiens	596	0	live	BCL2	Bcl-2, PPP1R50	BCL2 apoptosis regulator	apoptosis regulator Bcl-2|B-cell CLL/lymphoma 2|protein phosphatase 1, regulatory subunit 50	18q21.33	18	NC_000018.10	63123346.0	63320090.0	minus	4.0	151430.0	
9606	Homo sapiens	6347	0	live	CCL2	GDCF-2, HC11, HSMCR30, MCAF, MCP-1, MCP1, SCYA2, SMC-CF	C-C motif chemokine ligand 2	C-C motif chemokine 2|chemokine (C-C motif) ligand 2|monocyte chemoattractant protein-1|monocyte chemotactic and activating factor|monocyte chemotactic protein 1|monocyte secretory protein JE|small inducible cytokine A2 (monocyte chemotactic protein 1, homologous to mouse Sig-je)|small inducible cytokine subfamily A (Cys-Cys), member 2|small-inducible cytokine A2	17q12	17	NC_000017.11	34255285.0	34257203.0	plus	3.0	158105.0	
9606	Homo sapiens	10891	0	live	PPARGC1A	LEM6, PGC-1(alpha), PGC-1alpha, PGC-1v, PGC1, PGC1A, PPARGC1	PPARG coactivator 1 alpha	peroxisome proliferator-activated receptor gamma coactivator 1-alpha|L-PGC-1alpha|PGC-1-alpha|PPAR gamma coactivator variant form|PPARAGCIalpha|PPARGC-1-alpha|PPARgamma coactivator 1alpha|ligand effect modulator-6	4p15.2	4	NC_000004.12	23792021.0	24472905.0	minus	26.0	604517.0	
9606	Homo sapiens	10413	0	live	YAP1	COB1, YAP, YAP-1, YAP2, YAP65, YKI	Yes1 associated transcriptional regulator	transcriptional coactivator YAP1|65 kDa Yes-associated protein|Yes associated protein 1|protein yorkie homolog|yes-associated protein 2|yes-associated protein YAP65 homolog|yorkie homolog	11q22.1	11	NC_000011.10	102110447.0	102233424.0	plus	11.0	606608.0	
9606	Homo sapiens	3952	0	live	LEP	LEPD, OB, OBS	leptin	leptin|leptin (murine obesity homolog)|leptin (obesity homolog, mouse)|obese protein|obese, mouse, homolog of|obesity factor	7q32.1	7	NC_000007.14	128241278.0	128257629.0	plus	3.0	164160.0	
9606	Homo sapiens	7097	0	live	TLR2	CD282, TIL4	toll like receptor 2	toll-like receptor 2|toll/interleukin-1 receptor-like protein 4	4q31.3	4	NC_000004.12	153684280.0	153710637.0	plus	4.0	603028.0	
9606	Homo sapiens	60674	0	live	GAS5	NCRNA00030, SNHG2	growth arrest specific 5	growth arrest specific 5 (non-protein coding)|growth arrest specific transcript 5|small nucleolar RNA host gene (non-protein coding) 2	1q25.1	1	NC_000001.11	173863901.0	173869045.0	minus	13.0	608280.0	
9606	Homo sapiens	2100	0	live	ESR2	ER-BETA, ESR-BETA, ESRB, ESTRB, Erb, NR3A2, ODG8	estrogen receptor 2	estrogen receptor beta|estrogen receptor beta 2|estrogen receptor beta 4|nuclear receptor subfamily 3 group A member 2|oestrogen receptor beta	14q23.2-q23.3	14	NC_000014.9	64226707.0	64338613.0	minus	17.0	601663.0	
9606	Homo sapiens	196	0	live	AHR	RP85, bHLHe76	aryl hydrocarbon receptor	aryl hydrocarbon receptor|AH-receptor|ah receptor|aromatic hydrocarbon receptor|class E basic helix-loop-helix protein 76	7p21.1	7	NC_000007.14	17298652.0	17346147.0	plus	11.0	600253.0	
9606	Homo sapiens	355	0	live	FAS	ALPS1A, APO-1, APT1, CD951, FASTM, TNFRSF6, FAS	Fas cell surface death receptor	tumor necrosis factor receptor superfamily member 6|APO-1 cell surface antigen|CD95 antigen|FASLG receptor|Fas (TNF receptor superfamily, member 6)|Fas AMA|TNF receptor superfamily member 6|apoptosis antigen 1|apoptosis signaling receptor FAS|apoptosis-mediating surface antigen FAS|mutant tumor necrosis receptor superfamily member 6|tumor necrosis factor receptor superfamily, member 6	10q23.31	10	NC_000010.11	88964050.0	89017059.0	plus	15.0	134637.0	
9606	Homo sapiens	1234	0	live	CCR5	CC-CKR-5, CCCKR5, CCR-5, CD195, CKR-5, CKR5, CMKBR5, IDDM22	C-C motif chemokine receptor 5	C-C chemokine receptor type 5|C-C motif chemokine receptor 5 A159A|HIV-1 fusion coreceptor|chemokine (C-C motif) receptor 5|chemokine receptor CCR5|chemokine recptor CCR5 Delta32|chemr13|mutant C-C motif chemokine receptor	3p21.31	3	NC_000003.12	46370142.0	46376206.0	plus	3.0	601373.0	
9606	Homo sapiens	727	0	live	C5	C5Da, C5b, CPAMD4, ECLZB, C5	complement C5	complement C5|C3 and PZP-like alpha-2-macroglobulin domain-containing protein 4|C5a anaphylatoxin|anaphylatoxin C5a analog|complement component 5|prepro-C5	9q33.2	9	NC_000009.12	120952335.0	121074865.0	minus	43.0	120900.0	
9606	Homo sapiens	5058	0	live	PAK1	IDDMSSD, PAKalpha, alpha-PAK, p65-PAK	p21 (RAC1) activated kinase 1	serine/threonine-protein kinase PAK 1|STE20 homolog, yeast|p21 protein (Cdc42/Rac)-activated kinase 1|p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)|p21/Cdc42/Rac1-activated kinase 1 (yeast Ste20-related)	11q13.5-q14.1	11	NC_000011.10	77322017.0	77530009.0	minus	27.0	602590.0	
9606	Homo sapiens	332	0	live	BIRC5	API4, EPR-1	baculoviral IAP repeat containing 5	baculoviral IAP repeat-containing protein 5|apoptosis inhibitor 4|apoptosis inhibitor survivin	17q25.3	17	NC_000017.11	78214253.0	78225635.0	plus	5.0	603352.0	
9606	Homo sapiens	23411	0	live	SIRT1	SIR2, SIR2L1, SIR2alpha	sirtuin 1	NAD-dependent protein deacetylase sirtuin-1|NAD-dependent protein deacylase sirtuin-1|SIR2-like protein 1|regulatory protein SIR2 homolog 1|sirtuin type 1	10q21.3	10	NC_000010.11	67884656.0	67918390.0	plus	11.0	604479.0	
9606	Homo sapiens	3172	0	live	HNF4A	FRTS4, HNF4, HNF4a7, HNF4a8, HNF4a9, HNF4alpha, MODY, MODY1, NR2A1, NR2A21, TCF, TCF-14, TCF14	hepatocyte nuclear factor 4 alpha	hepatocyte nuclear factor 4-alpha|HNF4A wild type|HNF4alpha10/11/12|hepatic nuclear factor 4 alpha|nuclear receptor subfamily 2 group A member 1|transcription factor 14|transcription factor HNF-4	20q13.12	20	NC_000020.11	44355699.0	44434596.0	plus	15.0	600281.0	
9606	Homo sapiens	4988	0	live	OPRM1	LMOR, M-OR-1, MOP, MOR, MOR1, OPRM	opioid receptor mu 1	mu-type opioid receptor|mu opiate receptor|mu opioid receptor hMOR-1a	6q25.2	6	NC_000006.12	154010496.0	154246867.0	plus	19.0	600018.0	
9606	Homo sapiens	3815	0	live	KIT	C-Kit, CD117, MASTC, PBT, SCFR	KIT proto-oncogene, receptor tyrosine kinase	mast/stem cell growth factor receptor Kit|c-Kit protooncogene|p145 c-kit|piebald trait protein|proto-oncogene c-Kit|proto-oncogene tyrosine-protein kinase Kit|tyrosine-protein kinase Kit|v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog|v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene-like protein	4q12	4	NC_000004.12	54657957.0	54740715.0	plus	21.0	164920.0	
9606	Homo sapiens	6696	0	live	SPP1	BNSP, BSPI, ETA-1, OPN	secreted phosphoprotein 1	osteopontin|SPP1/CALPHA1 fusion|early T-lymphocyte activation 1|lnc-PKD2-2-3|nephropontin|osteopontin/immunoglobulin alpha 1 heavy chain constant region fusion protein|secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)|urinary stone protein|uropontin	4q22.1	4	NC_000004.12	87975714.0	87983411.0	plus	8.0	166490.0	
9606	Homo sapiens	3605	0	live	IL17A	CTLA-8, CTLA8, IL-17, IL-17A, IL17, ILA17	interleukin 17A	interleukin-17A|cytotoxic T-lymphocyte-associated antigen 8|cytotoxic T-lymphocyte-associated protein 8|interleukin 17 (cytotoxic T-lymphocyte-associated serine esterase 8)|interleukin-17	6p12.2	6	NC_000006.12	52186375.0	52190638.0	plus	3.0	603149.0	
9606	Homo sapiens	6615	0	live	SNAI1	SLUGH2, SNA, SNAH, SNAIL, SNAIL1, dJ710H13.1	snail family transcriptional repressor 1	zinc finger protein SNAI1|protein sna|protein snail homolog 1|snail 1 homolog|snail 1 zinc finger protein|snail family zinc finger 1|snail homolog 1	20q13.13	20	NC_000020.11	49982980.0	49988886.0	plus	3.0	604238.0	
9606	Homo sapiens	2034	0	live	EPAS1	ECYT4, HIF2A, HLF, MOP2, PASD2, bHLHe73	endothelial PAS domain protein 1	endothelial PAS domain-containing protein 1|EPAS-1|HIF-1-alpha-like factor|HIF-1alpha-like factor|HIF-2-alpha|HIF2-alpha|PAS domain-containing protein 2|basic-helix-loop-helix-PAS protein MOP2|class E basic helix-loop-helix protein 73|hypoxia-inducible factor 2 alpha|member of PAS protein 2	2p21	2	NC_000002.12	46297407.0	46386697.0	plus	17.0	603349.0	
9606	Homo sapiens	4851	0	live	NOTCH1	AOS5, AOVD1, TAN1, hN1	notch receptor 1	neurogenic locus notch homolog protein 1|Notch homolog 1, translocation-associated|notch 1|translocation-associated notch protein TAN-1	9q34.3	9	NC_000009.12	136494433.0	136546048.0	minus	34.0	190198.0	
9606	Homo sapiens	3162	0	live	HMOX1	HMOX1D, HO-1, HSP32, bK286B10	heme oxygenase 1	heme oxygenase 1|heat shock protein, 32-kD|heme oxygenase (decycling) 1	22q12.3	22	NC_000022.11	35381096.0	35394207.0	plus	5.0	141250.0	
9606	Homo sapiens	51738	0	live	GHRL	MTLRP	ghrelin and obestatin prepropeptide	appetite-regulating hormone|In2c-preproghrelin|ghrelin, growth hormone secretagogue receptor ligand|ghrelin/obestatin preprohormone|ghrelin/obestatin prepropeptide|growth hormone-releasing peptide|motilin-related peptide|prepro-appetite regulatory hormone|preproghrelin	3p25.3	3	NC_000003.12	10285666.0	10292947.0	minus	6.0	605353.0	
9606	Homo sapiens	5241	0	live	PGR	NR3C3, PR	progesterone receptor	progesterone receptor|nuclear receptor subfamily 3 group C member 3	11q22.1	11	NC_000011.10	101029624.0	101129813.0	minus	10.0	607311.0	
9606	Homo sapiens	472	0	live	ATM	AT1, ATA, ATC, ATD, ATDC, ATE, TEL1, TELO1	ATM serine/threonine kinase	serine-protein kinase ATM|A-T mutated|AT mutated|TEL1, telomere maintenance 1, homolog|ataxia telangiectasia mutated|serine/threonine kinase ATM	11q22.3	11	NC_000011.10	108223067.0	108369102.0	plus	67.0	607585.0	
9606	Homo sapiens	595	0	live	CCND1	BCL1, D11S287E, PRAD1, U21B31	cyclin D1	G1/S-specific cyclin-D1|B-cell CLL/lymphoma 1|B-cell lymphoma 1 protein|BCL-1 oncogene|PRAD1 oncogene	11q13.3	11	NC_000011.10	69641156.0	69654474.0	plus	5.0	168461.0	
9606	Homo sapiens	6925	0	live	TCF4	CDG2T, E2-2, FCD2, FECD3, ITF-2, ITF2, PTHS, SEF-2, SEF2, SEF2-1, SEF2-1A, SEF2-1B, SEF2-1D, TCF-4, bHLHb19	transcription factor 4	transcription factor 4|SL3-3 enhancer factor 2|class B basic helix-loop-helix protein 19|immunoglobulin transcription factor 2	18q21.2	18	NC_000018.10	55222185.0	55635957.0	minus	32.0	602272.0	
9606	Homo sapiens	3606	0	live	IL18	IGIF, IL-18, IL-1g, IL1F4	interleukin 18	interleukin-18|IFN-gamma-inducing factor|IL-1 gamma|iboctadekin|interleukin 18 (interferon-gamma-inducing factor)|interleukin-1 gamma	11q23.1	11	NC_000011.10	112143260.0	112164094.0	minus	6.0	600953.0	
9606	Homo sapiens	3630	0	live	INS	IDDM, IDDM1, IDDM2, ILPR, IRDN, MODY10, PNDM4	insulin	insulin|preproinsulin|proinsulin	11p15.5	11	NC_000011.10	2159779.0	2161209.0	minus	3.0	176730.0	
9606	Homo sapiens	2625	0	live	GATA3	HDR, HDRS	GATA binding protein 3	trans-acting T-cell-specific transcription factor GATA-3|GATA-binding factor 3	10p14	10	NC_000010.11	8045333.0	8075198.0	plus	9.0	131320.0	
9606	Homo sapiens	4089	0	live	SMAD4	DPC4, JIP, MADH4, MYHRS	SMAD family member 4	mothers against decapentaplegic homolog 4|MAD homolog 4|SMAD, mothers against DPP homolog 4|deleted in pancreatic carcinoma locus 4|deletion target in pancreatic carcinoma 4|mothers against decapentaplegic, Drosophila, homolog of, 4	18q21.2	18	NC_000018.10	51030213.0	51085042.0	plus	14.0	600993.0	
